id,user_id,research_id,viewed_at,created_at
100,084bb1aa-9506-49fd-8f5a-49bdc7731cd8,artikel-pp19-revisi-royalti-minerba,2026-05-09 07:30:04.749121+00,2026-05-10 03:10:07.39644+00
101,084bb1aa-9506-49fd-8f5a-49bdc7731cd8,artikel-pp19-revisi-royalti-minerba,2026-05-09 08:09:39.963519+00,2026-05-10 03:10:07.39644+00
102,084bb1aa-9506-49fd-8f5a-49bdc7731cd8,artikel-pp19-revisi-royalti-minerba,2026-05-09 08:09:44.074693+00,2026-05-10 03:10:07.39644+00
103,084bb1aa-9506-49fd-8f5a-49bdc7731cd8,artikel-pp19-revisi-royalti-minerba,2026-05-09 08:16:48.374239+00,2026-05-10 03:10:07.39644+00
104,084bb1aa-9506-49fd-8f5a-49bdc7731cd8,artikel-cpo-investment-thesis,2026-05-09 08:18:49.738234+00,2026-05-10 03:10:07.39644+00
105,084bb1aa-9506-49fd-8f5a-49bdc7731cd8,artikel-cpo-investment-thesis,2026-05-09 08:23:54.98091+00,2026-05-10 03:10:07.39644+00
106,084bb1aa-9506-49fd-8f5a-49bdc7731cd8,wifi,2026-05-09 08:27:32.180053+00,2026-05-10 03:10:07.39644+00
107,084bb1aa-9506-49fd-8f5a-49bdc7731cd8,ptro,2026-05-09 08:28:08.468003+00,2026-05-10 03:10:07.39644+00
108,084bb1aa-9506-49fd-8f5a-49bdc7731cd8,dmas,2026-05-09 08:29:05.042975+00,2026-05-10 03:10:07.39644+00
109,a97e4c2c-99a3-4d6f-a136-7cc8a9e4093c,pyfa,2026-05-09 08:56:20.696789+00,2026-05-10 03:10:07.39644+00
110,94c5ff2c-ab41-42ec-864f-832df48bf7fa,avia,2026-05-09 10:36:44.195905+00,2026-05-10 03:10:07.39644+00
111,084bb1aa-9506-49fd-8f5a-49bdc7731cd8,artikel-pp19-revisi-royalti-minerba,2026-05-09 10:38:10.692751+00,2026-05-10 03:10:07.39644+00
112,94c5ff2c-ab41-42ec-864f-832df48bf7fa,avia,2026-05-09 10:48:48.116227+00,2026-05-10 03:10:07.39644+00
113,084bb1aa-9506-49fd-8f5a-49bdc7731cd8,pyfa,2026-05-09 10:54:31.061376+00,2026-05-10 03:10:07.39644+00
114,084bb1aa-9506-49fd-8f5a-49bdc7731cd8,news-hantavirus-saham-kesehatan,2026-05-09 11:21:35.991831+00,2026-05-10 03:10:07.39644+00
115,e7e728aa-14bf-44b5-9360-85f3ea083de1,artikel-pp19-revisi-royalti-minerba,2026-05-09 11:23:46.46171+00,2026-05-10 03:10:07.39644+00
116,e7e728aa-14bf-44b5-9360-85f3ea083de1,artikel-cpo-investment-thesis,2026-05-09 11:27:36.089414+00,2026-05-10 03:10:07.39644+00
117,e7e728aa-14bf-44b5-9360-85f3ea083de1,bbri,2026-05-09 11:30:03.587365+00,2026-05-10 03:10:07.39644+00
118,7e5f2b05-cfa0-49f3-847a-01a6318376ba,artikel-pp19-revisi-royalti-minerba,2026-05-09 11:31:12.327401+00,2026-05-10 03:10:07.39644+00
